proba_HAP,proba_Renovasc,proba_PPGL,proba_HTAe,groupe,name
26.1829,7.7403,0.5629,68.9516,cephalees_0 / pas_3_0 / sexe_1 / ttt_hta_central_1,G5830
30.9554,12.1247,3.3937,58.3874,age_2_0 / ka_2_0 / ttt_hta_thiazide_0 / ttt_statine_1,G5831
29.538,5.4398,1.1304,67.9611,atcd_intolerance_ttt_hta_1 / ka_2_0 / pas_3_0 / ttt_hta_thiazide_0,G5832
31.8038,7.4583,2.2335,63.2186,diabete_1 / ka_2_0 / ttt_hta_ic_1,G5833
29.5388,7.0867000000000004,0.7052,68.7036,atcd_intolerance_ttt_hta_1 / fc_1_0 / ka_2_0,G5834
28.6923,7.1978,1.2933,64.7319,ka_2_0 / pas_max_1_1 / taille_2_1 / ttt_hta_bb_1,G5835
25.1336,6.0791,0.6043,73.03,fc_1_0 / mdrd_1 / ttt_hta_central_1,G5836
29.376,7.7132,0.8147,65.9488,anciennete_hta_1_1 / ka_2_0 / pas_3_1,G5837
27.4329,4.7878,1.4647,68.5733,atcd_cv_0 / hdl_h_0 / ka_2_0 / mdrd_1,G5838
23.8605,6.1426,0.2687,72.0169,cephalees_0 / ka_2_0 / pas_3_1 / pas_max_2_0,G5839
30.1244,6.5674,0.7749,68.3935,atcd_intolerance_ttt_hta_1 / ka_2_0 / pas_1_1,G5840
32.1723,6.4047,1.0227,65.9994,diabete_1 / pad_1_1 / ttt_hta_central_1 / ttt_hta_da_0,G5841
19.3984,5.6898,0.8529,74.0205,nb_ttt_2_0 / sexe_1 / ttt_hta_alphab_0 / ttt_hta_central_1,G5842
27.9391,6.0303,0.8506,68.117,ka_2_0 / mdrd_1 / palpitations_0 / ttt_hta_ic_1,G5843
27.7093,5.3829,1.1661,68.86,anciennete_hta_1_1 / ka_2_0 / sexe_1,G5844
27.7491,7.9448,0.4806,69.8443,cephalees_0 / tabac_actif_0 / ttt_hta_central_1,G5845
19.7299,6.5559,0.6652,74.1221,nb_ttt_2_0 / sueurs_0 / ttt_hta_central_1 / ttt_hta_epargneur_k_0,G5846
33.4177,3.2308,1.0058,67.5689,imc_2_1 / ka_2_0 / sexe_1 / ttt_hta_thiazide_0,G5847
29.8757,8.0125,1.245,63.855,ka_2_0 / pas_max_2_1 / sexe_1 / ttt_hta_bb_1,G5848
26.5624,7.4375,0.6914,69.8993,htar_0 / tabac_actif_0 / ttt_hta_central_1,G5849
29.226,3.1299,0.8485,70.5762,atcd_saos_0 / imc_2_1 / ka_2_0 / pad_2_1,G5850
23.9268,5.1374,0.7975,70.6308,fc_2_1 / hdl_h_0 / imc_1_1 / ka_2_0,G5851
28.1597,6.7843,0.8919,66.6407,hdl_f_0 / hdl_h_0 / ka_2_0 / pas_max_2_1,G5852
33.4053,8.6163,1.2848,63.8295,anciennete_hta_1_1 / diabete_1 / ka_3_0 / ttt_hta_central_1,G5853
28.9117,7.1982,1.1142,65.1801,ka_2_0 / taille_1_1 / ttt_hta_ic_1,G5854
32.2209,5.1822,1.6406,66.4224,age_2_0 / anciennete_hta_1_1 / ka_2_0 / pad_2_1,G5855
28.3085,5.6267,1.8839,67.847,age_2_1 / diabete_1 / ka_2_0 / pas_2_1,G5856
32.9428,7.4675,0.8894,63.9072,fc_2_0 / hta_nc_1 / ka_2_0 / ttt_hta_ic_1,G5857
26.662,6.3756,0.6854,68.903,pad_1_1 / pas_3_0 / ttt_hta_central_1,G5858
29.458,6.5136,2.3013,65.5325,diabete_1 / ka_2_0 / pas_2_1,G5859
30.2566,5.4436,0.8332,68.9361,atcd_intolerance_ttt_hta_1 / htar_0 / ka_2_0 / pad_1_1,G5860
30.002,7.1548,1.1584,64.4115,htar_0 / ka_2_0 / taille_1_1 / ttt_hta_ic_1,G5861
28.1319,5.0249,1.0747,69.2627,age_1_1 / anciennete_hta_1_1 / ka_2_0 / taille_2_1,G5862
28.1226,5.9318,0.4813,70.045,age_2_1 / sexe_1 / tabac_actif_0 / ttt_hta_central_1,G5863
27.9287,6.0379,1.1974,66.4396,ka_2_0 / nb_ttt_2_0 / pas_1_1 / ttt_hta_ic_1,G5864
26.2987,6.5831,1.2127,70.068,age_2_0 / fc_2_0 / ka_2_0 / pas_2_1,G5865
30.3708,6.0491,0.7306,68.4369,atcd_intolerance_ttt_hta_1 / diabete_0 / ka_2_0 / sexe_1,G5866
18.9936,5.1322,0.57,76.4178,heredite_0 / mdrd_1 / pas_max_2_0 / ttt_hta_central_1,G5867
30.5848,5.9938,2.773,65.7255,diabete_1 / gaj_1 / ka_2_0 / pas_2_1,G5868
29.0479,10.0362,0.5854,64.6167,htar_0 / ttt_hta_central_1 / ttt_hta_ic_1,G5869
29.7885,4.1589,0.81,68.3717,imc_2_1 / ka_2_0 / pas_max_2_1 / taille_1_1,G5870
19.1596,4.7286,0.7598,74.4914,age_1_0 / imc_2_1 / pas_3_1 / ttt_hta_da_0,G5871
29.3463,5.1566,0.6739,67.0103,ka_2_0 / pad_3_1 / sexe_1,G5872
29.0598,5.3617,3.2386,65.3919,atcd_depression_0 / gaj_1 / ka_2_0 / ttt_hta_thiazide_0,G5873
27.146,7.3084,1.0233,67.7681,atcd_intolerance_ttt_hta_1 / heredite_0 / ka_2_0 / trigly_0,G5874
26.5924,5.2636,1.3326,68.2049,anciennete_hta_1_1 / ka_2_0 / taille_2_1 / trigly_1,G5875
29.0028,8.095,0.7819,66.8911,atcd_intolerance_ttt_hta_0 / hdl_h_0 / tabac_actif_0 / ttt_hta_central_1,G5876
30.641,7.5671,0.5365,65.8875,pad_1_1 / sexe_1 / ttt_hta_central_1,G5877
24.9798,5.9954,0.781,68.7475,ka_2_0 / pad_2_1 / pas_max_2_0 / ttt_hta_bb_1,G5878
29.2778,8.984,1.0655,65.5044,age_2_0 / ka_2_0 / pas_3_1,G5879
27.3012,4.7903,0.6496,72.0796,atcd_intolerance_ttt_hta_1 / fc_2_0 / ka_2_0 / ttt_hta_bb_0,G5880
28.3049,5.6469,4.1642,65.5143,diabete_1 / ka_2_0 / pas_2_0 / ttt_hta_bsra_0,G5881
24.9366,15.4873,0.9221,62.1145,anciennete_hta_2_1 / imc_1_0 / ka_3_0 / ttt_hta_central_1,G5882
27.4431,6.1611,2.3368,65.3779,gaj_1 / ka_2_0 / ldl_1_0 / ttt_hta_bsra_0,G5883
31.1423,8.2845,0.8832,64.3601,anciennete_hta_2_1 / ka_2_0 / nb_ttt_2_1,G5884
30.2961,4.8845,0.6,67.6291,ka_2_0 / pad_3_1 / sexe_1 / trigly_0,G5885
28.182,6.1006,1.1418,65.8486,ka_2_0 / ldl_1_0 / pad_2_1 / sexe_1,G5886
32.159,5.6381,2.0903,64.5418,diabete_1 / ka_2_0 / pad_2_1 / palpitations_0,G5887
30.8541,7.1302,0.5062,67.1237,imc_1_1 / ka_3_0 / taille_1_1 / ttt_hta_central_1,G5888
9.5533,6.9953,3.7849,79.3999,age_1_0 / heredite_0 / pad_3_0 / tabac_actif_0,G5889
31.0944,5.8716,2.1921,65.0735,diabete_1 / ka_2_0 / pad_1_1 / pas_2_1,G5890
26.9378,6.1896,0.9584,68.187,hdl_h_0 / imc_1_1 / ka_2_0 / taille_1_1,G5891
23.959,4.3655,0.5937,75.3832,imc_1_1 / mdrd_1 / sport_1 / ttt_hta_central_1,G5892
29.1181,3.696,0.781,70.5456,hta_nc_1 / imc_2_1 / ka_2_0,G5893
32.1759,4.0243,1.0923,67.637,gaj_1 / ka_2_0 / pad_3_1 / tabac_actif_0,G5894
27.3303,5.4091,1.1835,67.2971,hdl_f_0 / ka_2_0 / pad_2_1 / taille_1_1,G5895
30.7202,6.4704,1.1093,65.3415,age_1_1 / ka_2_0 / taille_2_1 / ttt_hta_ic_1,G5896
29.543,4.5176,1.2863,68.1559,diabete_1 / imc_2_1 / ka_2_0 / pas_max_1_1,G5897
31.0497,6.0176,2.5215,64.5264,diabete_1 / ka_2_0 / pas_max_2_1 / taille_2_1,G5898
30.1735,10.1803,3.3917,60.7612,ttt_hta_alphab_1 / ttt_hta_vasodil_0,G5899
27.1396,8.4964,0.6186,68.3727,tabac_actif_0 / ttt_hta_antialdo_0 / ttt_hta_central_1 / ttt_hta_ic_1,G5900
29.1745,5.7097,0.8656,69.074700000000007,atcd_intolerance_ttt_hta_1 / ka_2_0 / pad_2_0 / taille_2_1,G5901
29.6857,8.3575,2.2166,64.2414,diabete_1 / ka_2_0 / trigly_0 / ttt_hta_bb_1,G5902
27.9164,6.8101,0.6341,71.4909,fc_1_0 / tabac_actif_0 / ttt_hta_central_1 / ttt_hta_da_0,G5903
21.5357,5.5736,0.8884,73.0281,atcd_depression_0 / nb_ttt_2_0 / pad_1_1 / ttt_hta_central_1,G5904
27.3618,11.8544,1.6826,61.4165,anciennete_hta_2_1 / heredite_0 / ka_2_0 / ttt_statine_1,G5905
31.123,3.9059,3.1459,67.1876,diabete_1 / ka_2_0 / mdrd_1 / pad_2_1,G5906
30.3488,4.7906,2.1297,66.752,atcd_cv_0 / diabete_1 / ka_2_0 / pas_max_1_1,G5907
28.7505,5.4167,0.746,68.9857,anciennete_hta_2_1 / gaj_0 / ka_2_0 / taille_2_1,G5908
28.0244,6.96,1.397,64.5193,hdl_h_0 / heredite_0 / ka_2_0 / ttt_hta_thiazide_0,G5909
20.337,4.7818,0.4597,76.6241,mdrd_1 / pas_max_2_0 / ttt_hta_central_1,G5910
30.4918,4.5399,1.844,66.6158,diabete_1 / heredite_1 / ka_2_0 / sexe_1,G5911
32.4606,8.6195,0.7589,63.3245,anciennete_hta_1_1 / ka_2_0 / nb_ttt_1_1 / pas_3_1,G5912
24.1613,8.3658,0.7292,69.8471,cephalees_0 / nb_ttt_1_1 / nb_ttt_2_0 / ttt_hta_central_1,G5913
28.5562,10.4202,2.779,59.0967,ka_2_0 / trigly_1 / ttt_hta_thiazide_0 / ttt_statine_1,G5914
26.7662,5.4801,1.2853,66.8665,fc_2_1 / ka_2_0 / taille_2_1 / ttt_hta_ic_1,G5915
28.3897,10.2361,3.6664,60.8908,atcd_intolerance_ttt_hta_0 / ttt_hta_alphab_1,G5916
34.6253,7.4656,1.7747,61.6375,diabete_1 / hta_nc_1 / ka_2_0 / nb_ttt_2_1,G5917
27.5291,8.8051,0.4704,67.3805,diabete_0 / pas_1_1 / taille_1_1 / ttt_hta_central_1,G5918
30.03,4.8487,1.0289,68.5262,age_2_0 / imc_2_1 / ka_2_0 / pas_max_2_1,G5919
28.9098,7.4497,1.2029,66.5025,age_2_0 / hdl_h_0 / ka_2_0 / sport_0,G5920
32.3075,4.7598,1.348,66.8021,anciennete_hta_2_1 / ka_2_0 / mdrd_1 / ttt_hta_thiazide_0,G5921
30.3289,4.8692,0.6141,69.1347,atcd_intolerance_ttt_hta_1 / heredite_1 / ka_2_0 / taille_1_1,G5922
28.6769,6.0688,1.3725,67.3963,ka_2_0 / tabac_actif_0 / taille_2_1 / ttt_hta_bb_1,G5923
48.1083,8.1982,0.2675,53.5968,ttt_hta_antialdo_1 / ttt_hta_bsra_1 / ttt_hta_central_1 / ttt_hta_da_0,G5924
19.4649,4.4301,0.6481,76.8562,htar_0 / imc_1_1 / nb_ttt_2_0 / ttt_hta_central_1,G5925
26.084,5.2721,2.4281,70.2766,fc_1_0 / gaj_1 / ka_2_0 / ldl_1_1,G5926
23.5352,7.3875,0.4938,71.0471,heredite_1 / imc_2_0 / tabac_actif_0 / ttt_hta_central_1,G5927
22.096800000000002,8.7853,0.5497,70.9385,cephalees_0 / sport_1 / ttt_hta_central_1,G5928
21.7145,6.0042,0.4094,74.2732,pas_2_0 / pas_max_2_0 / sexe_1 / ttt_hta_central_1,G5929
28.4188,5.7049,0.9604,70.9075,hdl_f_1 / sexe_1 / tabac_actif_0 / ttt_hta_central_1,G5930
27.4452,7.2612,0.6833,69.4514,atcd_intolerance_ttt_hta_1 / fc_1_0 / ka_2_0 / pad_2_0,G5931
30.656,6.1933,1.0361,65.4327,atcd_cv_0 / ka_2_0 / trigly_0 / ttt_hta_ic_1,G5932
30.6737,4.8075,1.1564,66.5881,atcd_depression_0 / gaj_1 / ka_2_0 / pad_3_1,G5933
29.4292,6.4722,1.7091,67.1135,diabete_1 / fc_2_0 / ka_2_0 / pas_max_2_1,G5934
30.6489,9.2642,1.0452,62.0796,hdl_h_0 / hta_nc_1 / ka_2_0 / ttt_hta_bb_1,G5935
26.4823,10.3841,1.7193,63.3141,hta_nc_1 / ka_2_0 / ttt_statine_1,G5936
22.724,3.0595,0.9496,74.1259,hdl_h_0 / imc_2_1 / ka_2_0 / nb_ttt_2_0,G5937
25.1928,7.7562,0.9258,67.3234,palpitations_1 / sueurs_0 / ttt_hta_central_1 / ttt_hta_vasodil_0,G5938
32.0807,6.485,2.5197,63.1564,atcd_cv_0 / diabete_1 / ka_2_0 / ttt_hta_bb_1,G5939
28.1392,7.9897,0.6508,68.9073,nb_ttt_1_1 / tabac_actif_0 / ttt_hta_central_1,G5940
32.0069,3.2024,0.9229,69.1182,imc_2_1 / ka_2_0 / pad_1_1 / ttt_hta_thiazide_0,G5941
25.7148,8.1097,0.7448,69.0107,hdl_h_1 / sexe_1 / ttt_hta_central_1,G5942
29.9843,3.0422,0.6608,72.0561,anciennete_hta_1_1 / imc_2_1 / ka_2_0 / tabac_actif_0,G5943
37.0282,8.3091,0.9497,64.435,age_2_0 / atcd_intolerance_ttt_hta_1 / ka_2_0 / nb_ttt_1_1,G5944
34.3499,8.7639,0.7572,62.4432,fc_1_0 / hdl_h_0 / ka_2_0 / ttt_hta_ic_1,G5945
30.272,5.5663,1.019,67.1218,anciennete_hta_2_1 / ka_2_0 / taille_2_1,G5946
27.5207,8.0005,0.5683,68.4939,pas_1_1 / ttt_hta_central_1 / ttt_hta_da_0,G5947
28.4183,10.2793,1.8012,62.661,ka_2_0 / pas_2_1 / pas_max_2_1 / ttt_statine_1,G5948
27.8784,5.2267,0.5855,70.3884,ka_2_0 / pas_2_1 / perim_abdo_f_1 / ttt_hta_ic_1,G5949
27.6069,7.5756,1.1032,66.5222,fc_1_0 / ka_2_0 / sport_1 / ttt_hta_ic_1,G5950
28.3594,15.5946,1.0049,57.2667,hta_nc_1 / ka_2_0 / mdrd_0 / ttt_hta_bb_1,G5951
29.6594,6.1204,1.0092,64.642,age_2_1 / ka_2_0 / ttt_hta_bsra_0 / ttt_hta_ic_1,G5952
32.6473,6.2284,1.2528,64.1181,anciennete_hta_2_1 / ka_2_0 / ttt_hta_thiazide_0,G5953
34.3848,6.4543,0.5392,62.6846,ka_2_0 / pad_3_1 / ttt_hta_ic_1,G5954
20.5862,4.5291,0.7292,76.002,atcd_depression_0 / imc_1_1 / nb_ttt_2_0 / ttt_hta_central_1,G5955
29.2662,8.1911,0.7699,65.4066,anciennete_hta_2_1 / atcd_depression_0 / ka_2_0 / ldl_1_0,G5956
30.2085,5.7453,0.7339,67.3661,anciennete_hta_2_1 / ka_2_0 / palpitations_0 / taille_2_1,G5957
31.5611,4.5036,3.8893,65.308,diabete_1 / ka_2_0 / mdrd_1 / ttt_hta_thiazide_0,G5958
28.3806,5.6139,3.0536,64.6102,gaj_1 / ka_2_0 / trigly_1 / ttt_hta_thiazide_0,G5959
20.6787,7.0552,0.3395,75.5851,fc_1_0 / pas_max_2_0 / ttt_hta_central_1,G5960
31.2103,8.681,0.5116,64.2069,pad_1_1 / ttt_hta_central_1 / ttt_hta_ic_1,G5961
29.5147,4.2572,2.9939,66.088,gaj_1 / ka_2_0 / pad_2_1 / ttt_hta_bsra_0,G5962
28.5154,4.5329,0.4112,68.6737,age_2_1 / hta_nc_1 / ka_2_0 / pad_3_1,G5963
28.784,6.0472,1.2368,65.9029,hdl_h_0 / ka_2_0 / sport_0 / ttt_hta_bsra_0,G5964
27.8913,3.0058,0.8585,72.4827,imc_2_1 / ka_2_0 / ldl_1_1 / sexe_1,G5965
18.8862,8.2295,0.7425,73.4806,cephalees_0 / hdl_f_1 / sport_1 / ttt_hta_central_1,G5966
23.1067,8.8938,0.4766,70.1955,cephalees_0 / hdl_f_0 / sport_1 / ttt_hta_central_1,G5967
32.6725,9.9194,0.6629,62.9727,atcd_depression_0 / hdl_h_0 / ka_3_0 / ttt_hta_central_1,G5968
36.5835,5.8432,0.7222,63.4575,ka_2_0 / nb_ttt_1_1 / perim_abdo_f_1 / ttt_hta_thiazide_0,G5969
20.761,6.4264,0.5287,74.0188,nb_ttt_2_0 / pas_1_1 / sueurs_0 / ttt_hta_central_1,G5970
28.3939,13.7036,0.4291,62.3639,diabete_0 / pad_1_1 / ttt_hta_central_1 / ttt_statine_1,G5971
30.9357,7.1365,0.9863,65.0605,fc_2_0 / ka_2_0 / nb_ttt_2_1 / taille_2_1,G5972
18.7358,5.3217,0.7799,73.949700000000007,age_1_0 / imc_2_1 / pas_3_1,G5973
28.0337,7.6878,0.6615,68.9845,atcd_depression_0 / tabac_actif_0 / ttt_hta_central_1,G5974
29.4674,7.6569,0.9455,64.6051,hdl_f_0 / ka_2_0 / ttt_hta_ic_1,G5975
29.7156,6.9394,1.1224,66.2962,anciennete_hta_2_1 / hdl_f_1 / ka_2_0 / ttt_hta_ic_1,G5976
17.9492,5.7183,0.9304,75.4943,hdl_f_0 / nb_ttt_2_0 / pas_max_2_1 / ttt_hta_central_1,G5977
28.0795,5.8419,0.9142,65.9409,heredite_1 / ka_2_0 / trigly_1 / ttt_hta_ic_1,G5978
22.0101,6.1766,0.7833,73.324700000000007,htar_0 / mdrd_1 / ttt_hta_antialdo_0 / ttt_hta_central_1,G5979
30.2426,6.4036,0.8385,66.8613,ka_2_0 / sueurs_0 / tabac_actif_0 / ttt_hta_ic_1,G5980
19.0352,4.6235,0.4415,77.5222,anciennete_hta_2_0 / pas_max_2_0 / tabac_actif_0 / ttt_hta_central_1,G5981
32.431,5.8678,0.5817,68.4617,anciennete_hta_2_1 / ka_3_0 / mdrd_1 / ttt_hta_central_1,G5982
27.272,7.8557,1.0343,66.3415,age_2_0 / hdl_h_0 / ka_2_0 / palpitations_0,G5983
26.0462,5.9021,0.579,69.3349,ka_2_0 / pas_max_2_0 / ttt_hta_ic_1,G5984
30.7028,6.7382,1.1714,64.0393,ka_2_0 / pas_max_2_1 / sexe_1 / ttt_hta_ic_1,G5985
32.6761,5.5822,0.9638,66.4464,anciennete_hta_2_1 / ka_2_0 / mdrd_1 / ttt_hta_ic_1,G5986
27.2974,2.9757,0.7117,73.8772,anciennete_hta_1_1 / atcd_cv_0 / ka_2_0 / perim_abdo_h_1,G5987
29.2853,7.5644,0.9946,65.8255,fc_2_0 / ka_2_0 / ttt_hta_ic_1,G5988
31.5818,6.1458,1.2428,63.548,fc_1_1 / ka_2_0 / pad_2_1 / ttt_hta_ic_1,G5989
25.2585,9.1646,2.2391,64.2611,fc_1_1 / ka_2_0 / ttt_hta_bsra_0 / ttt_statine_1,G5990
30.9887,10.6661,3.3062,59.9794,nb_ttt_1_1 / ttt_hta_alphab_1,G5991
27.3982,7.0635,1.1849,65.6074,heredite_1 / ka_2_0 / taille_2_1 / ttt_statine_1,G5992
26.7857,3.6326,0.9813,71.6843,imc_2_1 / ka_2_0 / pad_3_0 / sexe_1,G5993
28.4384,3.0138,0.6436,72.6881,atcd_cv_0 / hta_nc_1 / ka_2_0 / perim_abdo_h_1,G5994
16.2755,4.3415,0.5425,79.0412,nb_ttt_2_0 / pas_max_2_0 / taille_1_1 / ttt_hta_central_1,G5995
29.6688,8.2856,1.4771,66.5082,diabete_1 / hdl_h_1 / ka_3_0 / ttt_hta_central_1,G5996
28.1127,4.8755,4.3054,66.4981,diabete_1 / ka_2_0 / pas_3_0 / ttt_hta_bsra_0,G5997
25.1219,6.4222,0.7461,68.9831,atcd_intolerance_ttt_hta_0 / pad_1_1 / pas_3_0 / ttt_hta_central_1,G5998
44.4825,8.3984,1.4388,54.5678,ka_2_0 / ldl_1_1 / nb_ttt_2_1 / ttt_hta_thiazide_0,G5999
22.2869,5.2491,0.4306,72.5083,ka_2_0 / pas_max_1_0 / ttt_hta_ic_1,G6000
31.9141,2.9312,0.9795,69.0561,atcd_cv_0 / imc_2_1 / ka_2_0 / ttt_hta_bsra_0,G6001
25.7384,9.534,0.6413,66.8831,sport_1 / ttt_hta_central_1 / ttt_hta_ic_1,G6002
28.5434,6.7027,1.4488,64.6707,hdl_h_0 / ka_2_0 / ttt_hta_thiazide_0,G6003
32.0592,8.8672,0.5523,65.0557,anciennete_hta_2_1 / sport_0 / taille_1_1 / ttt_hta_central_1,G6004
38.9181,8.1787,1.3165,59.8638,hdl_f_1 / ka_2_0 / nb_ttt_2_1 / ttt_hta_bsra_0,G6005
23.4049,6.825,0.5583,72.1894,anciennete_hta_2_0 / cephalees_0 / tabac_actif_0 / ttt_hta_central_1,G6006
26.1319,5.9588,1.2547,68.8445,hdl_h_0 / heredite_0 / ka_2_0 / tabac_actif_0,G6007
20.5305,8.5186,0.6839,72.1391,pas_1_1 / sport_1 / ttt_hta_antialdo_0 / ttt_hta_central_1,G6008
27.3221,5.6852,1.0928,69.3259,anciennete_hta_1_1 / ka_2_0 / pas_2_1,G6009
27.2539,4.8178,1.0232,69.8416,anciennete_hta_1_1 / diabete_0 / ka_2_0 / taille_2_1,G6010
29.4223,4.9358,2.6202,67.4222,diabete_1 / fc_1_1 / ka_2_0 / taille_2_1,G6011
31.8378,3.4422,0.6747,69.5875,imc_2_1 / ka_2_0 / mdrd_1 / ttt_hta_ic_1,G6012
21.7781,6.1745,0.7366,73.3482,mdrd_1 / sport_1 / ttt_hta_central_1,G6013
25.8945,5.914,0.7118,71.3575,mdrd_1 / ttt_hta_central_1 / ttt_hta_da_0,G6014
29.575,6.8473,2.3547,65.4074,diabete_1 / ka_2_0 / nb_ttt_2_1 / pas_3_0,G6015
31.5988,8.2301,0.9553,63.7957,hta_nc_1 / ka_2_0 / nb_ttt_2_1,G6016
28.271,4.6098,2.2846,67.9431,gaj_1 / hta_nc_1 / ka_2_0 / taille_2_1,G6017
34.7543,5.8017,0.8694,64.4734,anciennete_hta_1_1 / atcd_intolerance_ttt_hta_1 / ka_2_0 / ttt_hta_thiazide_0,G6018
28.1228,7.7833,0.869,65.3519,hdl_h_0 / ka_2_0 / ttt_hta_alphab_0 / ttt_hta_ic_1,G6019
27.6257,5.7723,0.8892,66.6735,gaj_0 / hdl_h_0 / ka_2_0 / pad_2_1,G6020
27.4818,6.0115,1.1226,67.1311,hdl_h_0 / htar_0 / ka_2_0 / pas_2_1,G6021
27.9506,8.0875,1.0521,66.5134,hta_nc_1 / ka_2_0 / nb_ttt_1_1 / pad_2_0,G6022
24.8372,2.6216,1.1054,74.4666,imc_2_1 / ka_2_0 / sport_1 / ttt_hta_bsra_0,G6023
25.3683,7.8308,0.5967,69.4477,diabete_0 / ka_3_0 / pas_3_0 / ttt_hta_central_1,G6024
31.59,5.6817,0.656,67.7955,atcd_cv_0 / atcd_depression_0 / atcd_intolerance_ttt_hta_1 / ka_2_0,G6025
31.1933,6.1695,0.6624,67.5349,anciennete_hta_1_1 / mdrd_1 / ttt_hta_central_1 / ttt_hta_ic_1,G6026
27.9011,6.0245,0.4086,69.4691,age_1_1 / heredite_1 / pad_1_1 / ttt_hta_central_1,G6027
29.8986,7.0119,0.6726,69.1929,anciennete_hta_1_1 / tabac_actif_0 / ttt_hta_central_1,G6028
29.9439,4.7321,0.5225,70.441,fc_2_0 / ka_2_0 / perim_abdo_h_1 / ttt_hta_ic_1,G6029
30.8235,5.3061,1.7078,65.9085,anciennete_hta_2_1 / diabete_1 / heredite_1 / ka_2_0,G6030
29.5001,4.3219,0.7987,68.0879,hdl_h_0 / heredite_1 / ka_2_0 / pad_2_1,G6031
27.943,6.5893,2.6667,66.4291,diabete_1 / ka_2_0 / pad_3_0 / pas_2_1,G6032
26.9651,8.5351,0.8148,68.2896,anciennete_hta_2_1 / ldl_1_1 / trigly_1 / ttt_hta_central_1,G6033
27.754,2.9806,0.6709,72.9512,imc_2_1 / ka_2_0 / pas_1_1 / ttt_statine_0,G6034
28.3828,10.652,1.3499,63.1653,anciennete_hta_2_1 / ka_2_0 / ttt_statine_1,G6035
31.572,4.9588,0.7215,66.3444,ka_2_0 / nb_ttt_1_1 / pad_3_1 / pas_3_0,G6036
29.5375,6.9988,1.0879,64.7787,htar_0 / ka_2_0 / pas_max_1_1 / ttt_hta_ic_1,G6037
29.3387,8.2663,0.4464,65.7543,fc_2_0 / ka_2_0 / pas_3_1 / pas_max_2_1,G6038
28.5352,2.9532,0.9919,71.4132,imc_2_1 / ka_2_0 / ttt_hta_bsra_0 / ttt_hta_da_0,G6039
28.0943,7.8141,0.8077,65.9189,ka_2_0 / palpitations_0 / ttt_hta_ic_1,G6040
25.8566,3.6615,0.829,72.599,imc_2_1 / ka_2_0 / pas_2_1 / ttt_hta_antialdo_0,G6041
29.5257,8.9489,0.5714,65.8371,ttt_hta_central_1 / ttt_hta_da_0 / ttt_hta_ic_1,G6042
35.3914,6.8951,4.8476,60.4194,age_2_0 / diabete_1 / ka_2_0 / ttt_hta_thiazide_0,G6043
30.6934,6.8963,0.562,67.2082,atcd_intolerance_ttt_hta_1 / hdl_f_0 / ka_2_0,G6044
26.3815,5.9998,0.624,70.3493,fc_2_0 / ka_2_0 / mdrd_1 / pas_3_1,G6045
18.7852,6.7652,0.4503,75.403,diabete_0 / heredite_0 / pas_max_2_0 / ttt_hta_central_1,G6046
25.2538,5.8436,0.4199,70.1233,fc_1_0 / ka_2_0 / pad_3_1 / ttt_hta_alphab_0,G6047
23.7611,7.7143,0.5317,71.3489,anciennete_hta_2_0 / atcd_intolerance_ttt_hta_1 / pas_3_0 / ttt_hta_central_1,G6048
29.214,5.8201,1.2881,65.4393,hdl_h_0 / ka_2_0 / pad_2_1,G6049
28.0646,7.8244,1.5042,64.0419,ka_2_0 / pad_2_1 / ttt_hta_bb_1,G6050
27.4125,5.7256,1.1655,68.1445,fc_2_0 / ka_2_0 / pad_2_1 / sport_0,G6051
31.1501,6.4533,2.073,65.9323,diabete_1 / fc_2_0 / hta_nc_1 / ka_2_0,G6052
27.4812,5.6567,0.5157,67.5836,ka_2_0 / pad_3_1 / palpitations_0 / trigly_1,G6053
24.4356,7.3671,0.8166,70.1495,anciennete_hta_1_1 / atcd_intolerance_ttt_hta_0 / pas_3_0 / ttt_hta_central_1,G6054
28.4186,5.1424,0.6408,71.0463,atcd_intolerance_ttt_hta_1 / fc_2_0 / ka_2_0 / ttt_statine_0,G6055
30.8072,6.3507,1.2227,64.7406,atcd_cv_0 / ka_2_0 / ttt_hta_ic_1,G6056
28.2509,6.418,3.1661,65.9309,diabete_1 / ka_2_0 / mdrd_1 / ttt_statine_1,G6057
29.529,8.8492,0.4456,66.4134,hdl_h_0 / sueurs_0 / ttt_hta_central_1 / ttt_hta_da_0,G6058
28.0254,6.5714,1.1268,67.627,age_2_0 / hdl_h_0 / imc_1_1 / ka_2_0,G6059
29.3982,4.685,0.9719,69.2493,anciennete_hta_2_1 / ka_2_0 / sexe_1 / ttt_hta_bb_0,G6060
34.3618,5.7057,0.6319,65.214,atcd_intolerance_ttt_hta_1 / hdl_f_0 / ka_2_0 / pad_2_1,G6061
26.0434,5.3128,3.1782,65.4845,anciennete_hta_2_1 / ka_2_0 / palpitations_1 / taille_1_1,G6062
29.57,6.4647,0.6485,68.7214,atcd_depression_0 / atcd_intolerance_ttt_hta_1 / ka_2_0 / ldl_2_0,G6063
30.5351,9.1455,2.9045,62.0204,pas_max_1_1 / ttt_hta_alphab_1,G6064
33.3959,4.7942,2.4965,63.0877,diabete_1 / heredite_1 / ka_2_0 / ttt_hta_thiazide_0,G6065
27.9803,8.5391,0.5409,67.0966,atcd_depression_0 / diabete_0 / sexe_1 / ttt_hta_central_1,G6066
